666,"The American Consul",1917,"Thu Feb 15 1917 00:00:00 GMT+1300 (DST)","50","USA","Drama","Rollin S. Sturgeon","Thomas J. Geraghty, Harvey F. Thew, Paul West","Theodore Roberts, Ernest Joy, Maude Fealy, Charles West","Abel Manning, an attorney, has spent the greater part of his life waiting for ""something big." Joan, his daughter, is teaching school and is of great financial assistance to her father. Senator Kitwell is to hold a big political rally, and Manning is elated because he is to give the address. Geoffrey Daniels returns home for the election, bringing his college chums. He sees Joan and is interested. As Joan's father is making his speech, Geoffrey plays a joke on him, incurring Joan's contempt. In the meantime the Mexicans are scheming for a new government and Gonzales goes to Washington to use his influence in securing an American consul his gang can influence. Kitwell wins, and Manning, believing Kitwell's promise to do something for him, goes to Washington. He is given nothing, however, his funds diminish and Joan finally joins him. Geoffrey is appointed to install wireless stations at some valuable mines in the Mexican country, Gonzales, promising Kitwell an interest in the mines if he will send a consul who will recognize their new government. Kitwell, believing Manning the right man, appoints him, and the latter views this as his great opportunity. As Gonzales endeavors to rope Manning into their scheme, the real man in the old attorney rises against the traitors and he puts Gonzales out of his office. As he is sending a cable to Washington for help, Manning is seized by Gonzales and his men, the cable instrument demolished and Manning threatened with death if he does not join the Mexicans in their revolution. Geoffrey learns of the situation, and that Joan has been taken to Gonzales' ranch, rushes to the rescue just as a company of American marines land and after overpowering the Mexicans, the marines put Manning upon a box and he delivers an oration with great intensity. His loyalty has won for him at last the recognition he has so long coveted.",,"tt0007633",,,"movie"
667,"Canimated Nooz Pictorial, No. 26",1917,"Wed Mar 07 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Animation, Short, Comedy","unknown","unknown","unknown","unknown",,"tt1017882",,,"movie"
668,"The Image Maker",1917,"Sun Jan 21 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","Eugene Moore","Emmett Mixx","Valda Valkyrien, Harris Gordon, Inda Palmer, Morgan Jones","In ancient Egypt the young Prince of Tsa, bored by endless feasts, yearned for adventures, and clothed in a Nile boatman's garb, started out. He meets and is captivated by the charms of Ashubetis, a beautiful image maker, but his father, Pharaoh, planning a royal marriage, is enraged and orders death for the maiden and imprisonment for his son. Braving parental wrath, the prince escapes, and tries to save his loved one. He fails and is taken home mortally wounded. Ashubetis succeeds in seeing the prince in his dying moments and swears eternal faithfulness. On leaving she is discovered and thrown to the crocodiles. In Florida of 1916 a young couple meet, love each other, and part. Light is thrown on their strange love when they find a book telling of the Royal Romance of Egypt, and they see in themselves the re-embodied spirits of the ancient pair. On the anniversary of the prince's death five thousand years before, the Florida couple meet again at the prince's tomb. The strange reunion was witnessed by a passing party of tourists, who, hearing the tale for the first time, ask their lecturer if the young couple are the reincarnated lovers, and he replied: ""It might be, who knows? Love is deathless. To love all things are possible."",,"tt0176842",,,"movie"
669,"The Flame of the Yukon",1917,"Sun Jul 01 1917 00:00:00 GMT+1200 (STD)","50","USA","Drama","Charles Miller","Monte M. Katterjohn","Dorothy Dalton, Melbourne MacDowell, Kenneth Harlan, Margaret Thompson","unknown",,"tt0196562",,,"movie"
670,"The Happy Warrior",1917,"Wed Aug 01 1917 00:00:00 GMT+1200 (STD)","unknown","UK","Drama, Sport","F. Martin Thornton","A.S.M. Hutchinson","James Knight, Joan Legge, Minna Grey, Harry Lorraine","A postmistress adopts an heir who becomes a boxer and rejects the title when he finds his friend is a usurper.",,"tt0008046",,,"movie"
671,"Tom Jones",1917,"Sat Dec 01 1917 00:00:00 GMT+1300 (DST)","unknown","UK","Comedy","Edwin J. Collins","Henry Fielding, Eliot Stannard","Langhorn Burton, Sybil Arundale, Will Corrie, Wyndham Guise","Adventures of a squire's disowned son who proves to be his bastard heir.",,"tt0008686","7.4","5","movie"
672,"Vanity and Some Sables",1917,"Sat Jun 16 1917 00:00:00 GMT+1200 (STD)","unknown","unknown","Short, Comedy, Drama","John S. Robertson","William B. Courtney, O. Henry","Wallace MacDonald, Mildred Manning, Robert Gaillard, Nellie Anderson","unknown",,"tt0453290",,,"movie"
673,"The Amazing Adventure",1917,"Thu Mar 08 1917 00:00:00 GMT+1300 (DST)","63","USA","Comedy, Drama","Burton George","Eleanor M. Ingram, Harvey Gates","Roberta Wilson, Charles Perley, Myrtel Gillette, Hayward Mack","unknown",,"tt0321185","7.3","9","movie"
674,"La grande vedette",1917,"unknown","unknown","France","unknown","Édouard-Émile Violet","unknown","Alfred Zorilla, Rachel Devirys, Madeleine Grandjean, Mangin","unknown",,"tt0443022",,,"movie"
675,"The Red Woman",1917,"Mon Feb 12 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Western","unknown","Harry R. Durant","Gail Kane, Mahlon Hamilton, Edward Roseman, June Elvidge","unknown",,"tt0169170",,,"movie"
676,"A Mother's Ordeal",1917,"Thu Apr 26 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Will S. Davis","Will S. Davis","Jean Sothern, Walter Miller, Alice May, Arthur Housman","unknown",,"tt0008328",,,"movie"
677,"When Damon Fell for Phyllis",1917,"Thu Jan 11 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Comedy, Short","William Beaudine","William Beaudine","Billy Franey, Gale Henry, Heinie Conklin, Lydia Yeamans Titus","unknown",,"tt0327240",,,"movie"
678,"Risks and Roughnecks",1917,"Mon Sep 17 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy","Larry Semon","C. Graham Baker, Larry Semon","Larry Semon, Florence Curtis, Earl Montgomery, Joe Simberg","unknown","http://ia.media-imdb.com/images/M/MV5BMjA4NjA5NTEwMV5BMl5BanBnXkFtZTcwMTY0NDA4Mg@@._V1_SX300.jpg","tt0268580","5.4","7","movie"
679,"The Clodhopper",1917,"Sun Jun 24 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Comedy, Drama","Victor Schertzinger","Monte M. Katterjohn","Charles Ray, Charles K. French, Margery Wilson, Lydia Knott","Everett Nelson is a naive young farmboy. Following unjust treatment on the farm, he runs away to the big city. There he encounters a showman who decides Everett is perfect for the part of a bumpkin in his new play. Everett takes the role and becomes a big star. But there are complications...",,"tt0168593","6.7","10","movie"
680,"The Derelict",1917,"Mon Apr 16 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Carl Harbaugh","Carl Harbaugh","Stuart Holmes, Mary Martin, Vinnie Burns, Carl Eckstrom","unknown",,"tt0007848",,,"movie"
681,"Public Be Damned",1917,"Fri Jun 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Stanner E.V. Taylor","Stanner E.V. Taylor","Mary Fuller, Charles Richman, Chester Barnett, Joseph W. Smiley","unknown",,"tt0008471",,,"movie"
682,"A Good Liar",1917,"Tue Jul 24 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Animation, Comedy, Short","Otto Messmer","unknown","unknown","unknown",,"tt0362685",,,"movie"
683,"The Spotted Lily",1917,"Mon Oct 01 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","Harry Solter","J. Grubb Alexander, Fred Myton","Ella Hall, Jack Nelson, George Beranger, Victor Rodman","unknown",,"tt0008621",,,"movie"
684,"The Princess of Park Row",1917,"Mon Oct 01 1917 00:00:00 GMT+1300 (DST)","50","USA","Comedy, Drama","Ashley Miller","A. Van Buren Powell, Paul West","Mildred Manning, Wallace MacDonald, William R. Dunn, John Costello","unknown",,"tt0008463",,,"movie"
685,"The Season of Childhood",1917,"Wed Aug 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Drama","Lawrence C. Windom","Charles Mortimer Peck","Mary McAllister, Ellis Paul, Violet Craig, John Cossar","unknown",,"tt0765197",,,"movie"
686,"The Meeting",1917,"unknown","unknown","USA","unknown","George Terwilliger","Edith Sessions Tupper","Zena Keefe, Arthur Matthews, William H. Turner","unknown",,"tt0245272",,,"movie"
687,"Neptune's Naughty Daughter",1917,"Thu Nov 01 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Short, Comedy","John G. Blystone","unknown","Alice Howell, Robert McKenzie, Eva McKenzie, Joe Moore","unknown",,"tt0842812",,,"movie"
688,"A Child of the Wild",1917,"Mon Feb 26 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","John G. Adolfi","John G. Adolfi, John W. Kellette, John W. Kellette","June Caprice, Frank Morgan, Tom Brooke, Richard Neill","In the Tennesssee mountains, a Teacher begins a school, his prize student being a charming but uneducated young woman named June. Their relationship turns to love, but a bullying,jealous rival tells her the teacher's sister and niece are his wife and daughter to cause a breakup.",,"tt0007792",,,"movie"
689,"Wenn frei das Meer für deutsche Fahrt",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","Germany","Drama","Walter Schmidthässler","Fritz Prochnewski","Nils Olaf Chrisander, Olga Engl, Paul Reiner, Max Ruhbeck","unknown",,"tt4647780",,,"movie"
690,"The Winning of Sally Temple",1917,"Mon Feb 19 1917 00:00:00 GMT+1300 (DST)","unknown","unknown","Drama","George Melford","Rupert Sargent Holland, Harvey F. Thew","Fannie Ward, Jack Dean, Walter Long, Horace B. Carpenter","unknown",,"tt0008779",,,"movie"
691,"La suonatrice d'arpa",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","Italy","unknown","Mario Ceccatelli","Davide Chiossone","Bruna Ceccatelli, Gino D'Attino, Daisy Ferrero, Igino Jaccarino","unknown",,"tt1067249",,,"movie"
692,"Die toten Augen",1917,"unknown","unknown","Germany","unknown","Kurt Matull","unknown","Pola Negri, Ernst Hofmann","unknown",,"tt1349458",,,"movie"
693,"Susie the Sleepwalker",1917,"Mon Aug 06 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Comedy, Short","unknown","unknown","Leatrice Joy","unknown",,"tt0008647",,,"movie"
694,"His Foolish Way",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy","unknown","unknown","George Theilan","unknown",,"tt1315957",,,"movie"
695,"Millers dokument",1917,"Fri Jun 15 1917 00:00:00 GMT+1200 (STD)","unknown","Sweden","unknown","Konrad Tallroth","Bertil Malmberg, Gustaf Molander","Greta Almroth, Nicolai Johannsen, William Larsson, Alfred Lundberg","unknown",,"tt0007064",,,"movie"
696,"Love Aflame",1917,"Mon Jan 29 1917 00:00:00 GMT+1300 (DST)","50","USA","Comedy, Drama","James Vincent, Raymond Wells","James R. Garey, Mary Murillo, Fred Myton, Raymond Wells","Ruth Stonehouse, Stuart Holmes, Jack Mulhall, Jean Hersholt","unknown",,"tt0008220",,,"movie"
697,"Vera, the Medium",1917,"Thu Jan 04 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","Gilbert M. 'Broncho Billy' Anderson","Richard Harding Davis","Kitty Gordon, Lowell Sherman, Walter Hitchcock, Joyce Fair","unknown",,"tt0007512",,,"movie"
698,"Der Seele Saiten schwingen nicht",1917,"Thu Mar 01 1917 00:00:00 GMT+1300 (DST)","unknown","Germany","unknown","unknown","Fern Andra","Fern Andra, Alfred Abel, Frida Richard","unknown",,"tt0130247",,,"movie"
699,"The Checkmate",1917,"Mon May 21 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Sherwood MacDonald","Leslie T. Peacocke","Jackie Saunders, Frank Mayo, Daniel Gilfether, Mollie McConnell","unknown",,"tt0007786",,,"movie"
700,"Princess of the Dark",1917,"Sun Feb 18 1917 00:00:00 GMT+1300 (DST)","50","USA","Drama","Charles Miller","Lanier Bartlett, Monte M. Katterjohn","Enid Bennett, John Gilbert, Gayne Whitman, Walt Whitman","In a squalid mining town in West Virginia James Herron, a consumptive, has built a shack in the hope that the mountain air may prolong his life. With him dwells his daughter, Fay, whom he ...","http://ia.media-imdb.com/images/M/MV5BNDAxYWY1MmQtMDdlOC00NTczLTljNjAtMTg5NTdlZTk2ZTVlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg","tt0008462",,,"movie"
701,"Men of the Desert",1917,"Mon Sep 24 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Western","W.S. Van Dyke","Ed Gaylor, W.S. Van Dyke","Jack Gardner, Ruth King, Carl Stockdale, Bert Woodruff","unknown",,"tt0008287",,,"movie"
702,"Treno di lusso",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","Italy","unknown","Mario Bonnard","Umberto Notari","Mario Bonnard, Leda Gys, Flora Severati","unknown",,"tt1045234",,,"movie"
703,"Ansigtet lyver II",1917,"Mon Apr 02 1917 00:00:00 GMT+1200 (STD)","unknown","Denmark","Crime","Alexander Christian","Valdemar Andersen, Robert Hansen","Alma Hinding, Kai Lind, Gunnar Sommerfeldt, Charles Willumsen","unknown",,"tt2361170",,,"movie"
704,"Automartirio",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","Italy","unknown","Ivo Illuminati","unknown","Ermete Novelli, Emilio Piamonti, Giorgio Piamonti, Elettra Raggio","unknown",,"tt0891444",,,"movie"
705,"Play Ball",1917,"unknown","unknown","USA","Comedy, Short","Bobby Burns, Walter Stull","unknown","Walter Stull, Bobby Burns","unknown",,"tt0373238",,,"movie"
706,"Madame Sherry",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Comedy","Ralph Dean","Otto A. Harbach","Gertrude McCoy, Frank O'Connor, H.J. Quealy, Jean Stuart","unknown",,"tt0156760",,,"movie"
707,"Frank Hansens Glück",1917,"Tue May 01 1917 00:00:00 GMT+1200 (STD)","unknown","Germany","unknown","Viggo Larsen","Robert Wiene","Kitty Dewall, Leopold Gadiel, Viggo Larsen, Lupu Pick","unknown",,"tt0460130",,,"movie"
708,"Her Condoned Sin",1917,"unknown","unknown","USA","unknown","unknown","Thomas Bailey Aldrich","unknown","unknown",,"tt0008070",,,"movie"
709,"Unheilbar",1917,"unknown","unknown","Germany","unknown","Emmerich Hanus","Heinrich Lautensack, Konrad Tellmann","Emil Jannings, Werner Krauss, Martha Novelly, Léon Rains","unknown",,"tt0007501",,,"movie"
710,"Max médécin malgré lui",1917,"Fri Sep 21 1917 00:00:00 GMT+1200 (STD)","unknown","France","Short, Comedy","Max Linder","Max Linder","Max Linder, Lilian Greuze","unknown",,"tt0277877",,,"movie"
711,"Andrey Kozhukhov",1917,"Thu Apr 19 1917 00:00:00 GMT+1200 (STD)","unknown","Russia","Drama","Yakov Protazanov","Yakov Protazanov, Sergei Mikhailovich Stepniak-Kravchinsky","Georg Asagaroff, Ivan Mozzhukhin, Vera Orlova, Nicolas Rimsky","unknown",,"tt0007639",,,"movie"
712,"Justice",1917,"Sun Jul 01 1917 00:00:00 GMT+1200 (STD)","unknown","UK","Crime, Drama","Maurice Elvey","John Galsworthy, Eliot Stannard","Gerald du Maurier, Hilda Moore, Lilian Braithwaite, James Carew","A clerk is jailed for forging a cheque to help a drunkard's wife.",,"tt0008156",,,"movie"
713,"Greed",1917,"Mon Feb 12 1917 00:00:00 GMT+1300 (DST)","50","USA","Drama","Theodore Marston","Florence Morse Kingsley","Nance O'Neil, Shirley Mason, Alfred Hickman, Harry Northrup","Eve Leslie and Adam Moore become interested in the stock market. Eve decides to try to add to her fortunes by plunging. Tempted by the sin of greed, Eve becomes reckless. At first she wins, then she begins to lose, and desperately tries to recover her losses. She meets Alma, who formerly was a party to illegal stock transactions, but who is now living an honorable life. Alma is discovered by Denton, who formerly was connected and who knows her history. Denton is wanted by the police. He blackmails Alma. Eve and Adam become involved with their friend, Alma, who hates Denton. Denton wants her to marry him and after she refuses, finally turns to Eve. Denton gives a sensational party, during which the men, as a stunt, put aside all their money and choose partners. Each couple is given a dime and told to go out into the city, spend it as adventurously as possible and return to tell their experiences. Eve is paired with Denton and Alma with Adam. The novel plan develops exciting incidents. Denton traps Eve. Alma and Adam return to rescue her. In the excitement, Denton is killed and Alma is wounded so that she loses her mind. Adam is arrested. Alma is the only person who saw the crime committed, but she is unable to testify. Adam is sentenced to death. In the denouement, after Adam seems to have been proved guilty, his life is saved and he returns to Eve, who forever is cured of the sin of greed.",,"tt0175685",,,"movie"
714,"The Eternal Sin",1917,"Thu Mar 15 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","Herbert Brenon","Herbert Brenon, George Edwardes-Hall","Florence Reed, William E. Shay, Stephen Grattan, Richard Barthelmess","unknown",,"tt0007900",,,"movie"
715,"Panthea",1917,"Sun Jan 07 1917 00:00:00 GMT+1300 (DST)","78","USA","Drama","Allan Dwan","Mildred Considine, Allan Dwan, Monckton Hoffe","Norma Talmadge, Earle Foxe, L. Rogers Lytton, George Fawcett","Panthea Romoff, a political refugee from strife-torn Russia, is rescued after a shipwreck and finds refuge in Britain. After she falls in love with a composer and breaks up his marriage, the pair becomes exiled to Paris, where he composes an opera. In order to help her husband get his work produced, she becomes the mistress of a wealthy aristocrat, whom she later kills when her husband discovers the truth. She then flees back to Russia and is arrested and sentenced to a Siberian prison, where her husband follows to be reunited with her.",,"tt0008406",,,"movie"
716,"Somewhere in Any Place",1917,"Mon Jan 29 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Short, Comedy","Larry Semon","C. Graham Baker, Larry Semon","Hughie Mack, Alice Mann, Jimmy Aubrey","unknown",,"tt0794347",,,"movie"
717,"The Stone Age",1917,"Tue Jan 09 1917 00:00:00 GMT+1300 (DST)","unknown","unknown","Short, Comedy","Ferris Hartman","unknown","Al St. John, Mary Thurman, Wayland Trask, Ruth Churchill","unknown",,"tt0007397",,,"movie"
718,"The Band Master",1917,"Sat Dec 01 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Comedy, Short","Arvid E. Gillstrom","unknown","Billy West, Oliver Hardy","unknown",,"tt0268969",,,"movie"
719,"Hotel Paradiso",1917,"Wed Oct 10 1917 00:00:00 GMT+1300 (DST)","unknown","Denmark","unknown","Robert Dinesen","Carl Theodor Dreyer, Einar Rousthøj","Hans Dynesen, Peter Fjelstrup, Oda Larsen, Kai Lind","unknown",,"tt0008121",,,"movie"
720,"Scrambled Hearts",1917,"Sun May 06 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy","unknown","unknown","Billie Ritchie, Anne Darling","unknown",,"tt0759697",,,"movie"
721,"Pratas Conquistador",1917,"Tue Jul 10 1917 00:00:00 GMT+1200 (STD)","unknown","unknown","Comedy","Emídio Ribeiro Pratas","Emídio Ribeiro Pratas","Aníbal Aguiar, Aníbal Contreiras, Fernando Domingos, Trindade Junior","unknown",,"tt0008447",,,"movie"
722,"The Final Payment",1917,"Mon May 21 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Frank Powell","Frank Powell","Nance O'Neil, Jane Miller, Clifford Bruce, Leslie Austin","unknown",,"tt0007948",,,"movie"
723,"A vén bakancsos és fia, a huszár",1917,"unknown","53","unknown","unknown","Mihály Fekete","Jenö Janovics","József Berky, Mihály Bérczy, Gyula Dezséri, Gyözö Kabók","unknown",,"tt0241044",,,"movie"
724,"Tragica visione",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","Italy","unknown","Victor Tarasco","unknown","Isabella Quaranta, Victor Tarasco","unknown",,"tt0938830",,,"movie"
725,"Thirst",1917,"Sun Jul 29 1917 00:00:00 GMT+1200 (STD)","23","USA","Comedy, Short","unknown","unknown","Mack Swain, Ethel Teare, Cliff Bowes, May Emory","unknown",,"tt0008670","5.1","32","movie"
726,"Five Little Widows",1917,"Mon Jul 02 1917 00:00:00 GMT+1200 (STD)","unknown","unknown","Comedy, Short","Al Christie, Horace Davey","unknown","Harry L. Rattenberry, Eddie Lyons, Betty Compson, Lee Moran","unknown",,"tt0007951",,,"movie"
727,"Back Stage",1917,"Tue May 15 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy","Arvid E. Gillstrom","unknown","Billy West, Ethel Marie Burton, Polly Bailey, Joe Cohen","unknown",,"tt0006394",,,"movie"
728,"The Candy Girl",1917,"Sun May 20 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Drama","Eugene Moore","Philip Lonergan","Gladys Hulette, William Parke Jr., J.H. Gilmour, Thomas A. Curran","unknown",,"tt0168565",,,"movie"
729,"Gólyakalifa",1917,"unknown","unknown","Hungary","unknown","Alexander Korda","Mihály Babits","Gyula Bartos, Oscar Beregi Sr., Judit Bánky, Alajos Mészáros","unknown",,"tt0008037",,,"movie"
730,"Rache des Gefallenen",1917,"unknown","unknown","Germany","unknown","unknown","unknown","Hans Albers","unknown",,"tt0008488",,,"movie"
731,"The Evil Eye",1917,"Thu Jan 04 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","George Melford","George DuBois Proctor, Hector Turnbull","Blanche Sweet, Tom Forman, Webster Campbell, J. Parks Jones","An alarming epidemic has broken out in the vineyards of which Leonard Sheldon is the manager, and in answer to his wire that a doctor be sent to the little Mexican settlement at once, ...",,"tt0007905",,,"movie"
732,"The Firefly of Tough Luck",1917,"Sun Oct 21 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Western","E. Mason Hopper","J.G. Hawks","Alma Rubens, Charles Gunn, Walt Whitman, Darrell Foss","unknown",,"tt0007949",,,"movie"
733,"Snow White",1917,"Sun Apr 01 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Short, Fantasy","unknown","Jacob Grimm, Wilhelm Grimm","Elsie Albert, William Clifford, Katherine Griffith, Baby Early Gorman","unknown",,"tt0299147",,,"movie"
734,"The Hidden Hand",1917,"Fri Nov 23 1917 00:00:00 GMT+1300 (DST)","unknown","USA","unknown","James Vincent","Arthur B. Reeve, Charles Logue, Charles W. Goddard","Doris Kenyon, Sheldon Lewis, Mahlon Hamilton, Arline Pretty","unknown",,"tt0008090",,,"movie"
735,"Devilled Crabs",1917,"Sat Sep 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy","unknown","unknown","Bobby Burns, Walter Stull","unknown",,"tt4278244",,,"movie"
736,"Behind the Mask",1917,"Mon Sep 03 1917 00:00:00 GMT+1200 (STD)","50","USA","Drama","Alice Guy","Charles T. Dazey, Fred Rath","Catherine Calvert, Richard Tucker, Kirke Brown, Charles Dungan","unknown",,"tt0007692",,,"movie"
737,"Salt of the Earth",1917,"Mon Dec 17 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Western","Saul Harrison","Raymond E. Dakin, Peter B. Kyne","Claire Adams, Chester Barnett, Russell Simpson, William Wadsworth","A miner is swindled by a crooked, fast-talking con man. The con man is the father of Wallace, who is the fiancé of Marjorie, the miner's daughter. The old miner dies shortly after losing everything, and when Wallace returns to the town to be its doctor, she will have nothing to do with him. However, two old prospectors--Sinful John and Snowshoe Sam--set out to bring Marjorie and Wallace back together again.",,"tt0127266",,,"movie"
738,"Freedom of the Seas",1917,"Sat Mar 10 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Short, Animation","unknown","unknown","unknown","unknown",,"tt0365249",,,"movie"
739,"The Hypochondriacs",1917,"Mon Jun 25 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Comedy, Short","Sidney Drew","Stella R. Cowen, Sidney Drew","Sidney Drew, Mrs. Sidney Drew","A hypochondriac, convinced she's dying, tells her husband that if she knew he'd have a new wife who would make him happy, she'd die peacefully. She then proceeds to get three of her ugliest friends for him to choose from. The husband, however, has his own idea of who his ""new" wife will be.",,"tt0008128",,,"movie"
740,"Leoni Leo",1917,"unknown","unknown","Hungary","Adventure","Alfréd Deésy","József Pakots, George Sand","Bela Lugosi, Lilla Bársony, Róbert Fiáth, Lajos Gellért","unknown","https://images-na.ssl-images-amazon.com/images/M/MV5BMGM3NGE0ZmItZjNlNi00ODM2LWFmYWUtZTg2MmI4NGRjODNmXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg","tt0008176",,,"movie"
741,"Bull's Eye",1917,"Thu Dec 13 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Action, Drama","James W. Horne","Frank Howard Clark, Harvey Gates, Tom Gibson, James W. Horne, Henry MacRae, Blaine Pearson","Eddie Polo, Vivian Reed, Frank Lanning, Ray Hanford","unknown",,"tt0008935",,,"movie"
742,"Steps to Somewhere",1917,"Wed Jun 13 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Drama","Lawrence C. Windom","Charles Mortimer Peck","Mabel Bardine, John Cossar, Mary McAllister","unknown",,"tt0797909",,,"movie"
743,"In Another Girl's Shoes",1917,"Thu Mar 01 1917 00:00:00 GMT+1300 (DST)","unknown","UK","Romance","Alexander Butler, G.B. Samuelson","Berta Ruck","Mabel Love, Ruby Miller, Lionel Belcher, Lionel d'Aragon","Parents assume a girl with amnesia is married to their soldier son.",,"tt0173922","6.8","24","movie"
744,"The Siren",1917,"Sun Jul 01 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Western","Roland West","Donald I. Buchanan, Walter Archer Frost","Valeska Suratt, Clifford Bruce, Robert Clugston, Isabel Rea","unknown",,"tt0008578",,,"movie"
745,"The Nightcap",1917,"Mon Aug 27 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Comedy, Short","Roy Clements","Virginia Kirtley, Frederick Palmer","Eddie Lyons, Edith Roberts, Lee Moran, Mattie Witting","unknown",,"tt0332715",,,"movie"
746,"The Antics of Ann",1917,"Mon Nov 05 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Comedy","Edward Dillon","Frederick Chapin, Coolidge Streeter","Ann Pennington, Harry Ham, Ormi Hawley, Crauford Kent","unknown",,"tt0007643",,,"movie"
747,"The Rejuvenator",1917,"Mon Jul 23 1917 00:00:00 GMT+1200 (STD)","10","USA","Comedy, Short","unknown","unknown","Leatrice Joy","unknown",,"tt0008506",,,"movie"
748,"The Outsider",1917,"Mon Nov 05 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Crime, Drama","William C. Dowlan","Louis Joseph Vance, Charles A. Taylor","Emmy Wehlen, Herbert Heyes, Florence Short, Virginia Palmer","unknown",,"tt0181745",,,"movie"
749,"The Guiding Hand",1917,"Wed Jun 06 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Drama","Lawrence C. Windom","Charles Mortimer Peck","Mabel Bardine, John Cossar, Grant Foreman, Mary McAllister","unknown",,"tt0460228",,,"movie"
750,"The Price of Silence",1917,"Mon Jan 08 1917 00:00:00 GMT+1300 (DST)","50","USA","Crime, Drama, Romance","Frank Lloyd","M. Pigott, William Pigott, Frank Lloyd","William Farnum, Frank Clark, Vivian Rich, Brooklyn Keller","U. S. Senator Frank Deering has spent his life trying to alleviate the misery of child labor. Judge Vernon, his closest friend, aids him in this struggle. Unexpected circumstances force Judge Vernon to borrow money from Henry McCarthy, one of the factory owners most responsible for the harsh and inhumane working conditions. Judge Vernon is unable to pay off the loan, and is reduced to accepting a bride from McCarthy. Later, the Judge is stricken with a heart-condition but, on his dying bed, he confesses the shameful act he committed to Deering. To keep his friend's name unsullied, Deering makes a deal with McCarthy and votes against the child-labor-act he sponsored. His colleagues and the world, unaware of his sacrifice, mock and jeer him.",,"tt0008453",,,"movie"
751,"A Spring Idyl",1917,"Mon Apr 09 1917 00:00:00 GMT+1200 (STD)","unknown","USA","Short, Comedy, Drama","J. Stuart Blackton","Paula Blackton","Charles Stuart Blackton, Paula Blackton, Violet Virginia Blackton, Jewell Hunt","unknown",,"tt0143898",,,"movie"
752,"Captain Jinks' Nephew's Wife",1917,"unknown","unknown","USA","Short, Comedy","Larry Semon","C. Graham Baker, Larry Semon","Frank Daniels","unknown",,"tt0245821",,,"movie"
753,"The Barricade",1917,"Mon Mar 05 1917 00:00:00 GMT+1300 (DST)","unknown","USA","Drama","Edwin Carewe","June Mathis, Hamilton Smith","Mabel Taliaferro, Frank Currier, Clifford Bruce, Robert Rendel","unknown",,"tt0167025",,,"movie"
